1,1000
2,1000
3,1000
4,1000
5,1000
6,1000
7,1000
8,1000
9,1000
10,1000
11,2700
12,2700
13,2700
14,2700
15,2700
16,2700
17,2700
18,2700
19,2700
20,2700
21,2700
22,2700
23,2700
24,2700
25,2700
26,2700
27,2700
28,2700
29,2700
30,2700
31,2700
32,2700
33,2700
34,2700
35,2700
36,2700
37,2700
38,2700
39,2700
40,2700
41,2700
42,2700
43,2700
44,2700
45,2700
46,2700
47,2700
48,2700
49,2700
50,2700
51,2700
52,4200
53,4200
54,4200
55,4200
56,4200
57,4200
58,4200
59,4200
60,4200
61,4200
62,4200
63,4200
64,4200
65,4200
66,4200
67,4200
68,4200
69,4200
70,4200
71,4200
72,4200
73,4200
74,4200
75,4200
76,4200
77,4200
78,4200
79,4200
80,4200
81,4200
82,4200
83,4200
84,4200
85,4200
86,4200
87,4200
88,4200
89,4200
90,4200
91,4200
92,4200
93,4200
94,4200
95,4200
96,4200
97,4200
98,4200
99,4200
100,2700
101,2700
102,2700
103,2700
104,2700
105,2700
106,2700
107,2700
108,2700
109,2700
110,2700
111,2700
112,2700
113,2700
114,2700
115,2700
116,2700
117,2700
118,2700
119,2700
120,2700
121,2700
122,2700
123,2700
124,2700
125,2700
126,2700
127,2700
128,2700
129,2700
130,2700
131,2700
132,2700
133,2700
134,2700
135,2700
136,2700
137,0
138,0
139,0
140,0
141,0
142,2700
143,2700
144,2700
145,2700
146,2700
147,2700
148,2700
149,2700
150,2700
151,2700
152,2700
153,2700
154,2700
155,2700
156,2700
157,2700
158,2700
159,2700
160,2700
161,2700
162,2700
163,2700
164,2700
165,2700
166,2700
167,2700
168,2700
169,2700
170,2700
171,2700
172,2700
173,2700
174,2700
175,2700
176,2700
177,2700
178,2700
179,2700
180,2700
181,2700
182,2700
183,2700
184,2700
185,2700
186,2700
187,2700
188,2700
189,2700
190,2700
191,2700
192,2700
193,2700
194,2700
195,2700
196,2700
197,2700
198,2700
199,2700
200,2700
201,2700
202,2700
203,2700
204,0
