1,1,1.0
1,2,11.0
1,3,13.0
1,4,15.0
1,5,11.0
1,6,9.0
1,7,7.0
1,8,5.0
1,9,3.0
1,10,2.0
1,11,2.0
1,12,1.0
1,13,2.0
1,14,3.0
1,15,5.0
1,16,7.0
1,17,10.0
1,18,13.0
1,19,17.0
1,20,21.0
1,21,25.0
1,22,29.0
1,23,25.0
1,24,21.0
1,25,18.0
1,26,14.0
1,27,10.0
1,28,6.0
1,29,4.0
1,30,2.0
1,31,1.0
1,32,7.0
1,33,17.0
1,34,20.0
1,35,28.0
1,36,25.0
1,37,20.0
1,38,13.0
1,39,15.0
1,40,20.0
1,41,20.0
1,42,19.0
1,43,28.0
1,44,25.0
1,45,22.0
1,46,17.0
1,47,8.0
1,48,10.0
1,49,12.0
1,50,15.0
1,51,14.0
1,52,13.0
1,53,12.0
1,54,11.0
1,55,10.0
1,56,9.0
1,57,8.0
1,58,7.0
1,59,4.0
1,60,1.0
1,61,1.0
1,62,1.0
1,63,2.0
1,64,2.0
1,65,3.0
1,66,2.0
1,67,2.0
1,68,3.0
1,69,4.0
1,70,5.0
1,71,5.0
1,72,4.0
1,73,4.0
1,74,5.0
1,75,6.0
1,76,7.0
1,77,8.0
1,78,7.0
1,79,6.0
1,80,6.0
1,81,5.0
1,82,5.0
1,83,4.0
1,84,4.0
1,85,3.0
1,86,3.0
1,87,2.0
1,88,2.0
1,89,1.0
1,90,1.0
1,91,1.0
1,92,1.0
1,93,1.0
1,94,1.0
1,95,2.0
1,96,2.0
1,97,2.0
1,98,2.0
1,99,1.0
1,100,1.0
1,101,1.0
1,102,1.0
1,103,2.0
1,104,2.0
1,105,2.0
1,106,2.0
1,107,1.0
1,108,1.0
1,109,1.0
1,110,1.0
1,111,2.0
1,112,2.0
1,113,2.0
1,114,2.0
1,115,1.0
1,116,1.0
1,117,1.0
1,118,1.0
1,119,2.0
1,120,2.0
1,121,1.0
1,122,1.0
1,123,1.0
1,124,1.0
1,125,0.0
1,126,0.0
1,127,0.0
1,128,0.0
1,129,0.0
1,130,0.0
1,131,0.0
1,132,0.0
1,133,0.0
1,134,0.0
1,135,0.0
1,136,0.0
1,137,0.0
1,138,0.0
1,139,0.0
1,140,0.0
1,141,0.0
1,142,0.0
1,143,0.0
1,144,0.0
1,145,1.0
1,146,1.0
1,147,1.0
1,148,1.0
1,149,2.0
1,150,2.0
1,151,2.0
1,152,2.0
1,153,1.0
1,154,1.0
1,155,1.0
1,156,1.0
1,157,0.0
1,158,0.0
1,159,0.0
1,160,0.0
1,161,0.0
1,162,0.0
1,163,0.0
1,164,0.0
1,165,0.0
1,166,0.0
1,167,0.0
1,168,0.0
1,169,0.0
1,170,0.0
1,171,0.0
1,172,0.0
1,173,0.0
1,174,0.0
1,175,0.0
1,176,0.0
1,177,0.0
1,178,1.0
1,179,1.0
1,180,0.0
1,181,0.0
1,182,0.0
1,183,0.0
1,184,0.0
1,185,1.0
1,186,1.0
1,187,0.0
1,188,0.0
1,189,0.0
1,190,0.0
1,191,1.0
1,192,1.0
1,193,2.0
1,194,2.0
1,195,3.0
1,196,3.0
1,197,4.0
1,198,4.0
1,199,3.0
1,200,3.0
1,201,2.0
1,202,2.0
1,203,2.0
1,204,1.0
1,205,0.0
1,206,0.0
1,207,0.0
1,208,0.0
1,209,0.0
1,210,1.0
1,211,1.0
1,212,1.0
1,213,1.0
1,214,1.0
1,215,1.0
1,216,1.0
1,217,1.0
1,218,1.0
1,219,1.0
1,220,1.0
1,221,1.0
1,222,1.0
1,223,1.0
1,224,1.0
1,225,1.0
1,226,1.0
1,227,1.0
1,228,1.0
1,229,1.0
1,230,1.0
1,231,1.0
1,232,1.0
1,233,0.0
1,234,0.0
1,235,1.0
1,236,1.0
1,237,1.0
1,238,0.0
1,239,1.0
1,240,0.0
1,241,0.0
1,242,0.0
1,243,0.0
1,244,0.0
1,245,0.0
1,246,0.0
1,247,0.0
1,248,0.0
1,249,0.0
1,250,0.0
1,251,0.0
1,252,1.0
1,253,0.0
1,254,0.0
1,255,0.0
1,256,0.0
1,257,0.0
1,258,0.0
1,259,0.0
1,260,0.0
1,261,0.0
1,262,0.0
1,263,0.0
1,264,0.0
1,265,0.0
1,266,0.0
1,267,0.0
1,268,0.0
1,269,1.0
